"","ID","ID.Parc","Adresse.Complete","Type","Latitude","Longitude","Adresse.Rue","Adresse.Ville","Adresse.Province","Adresse.Postal"
"655","CEA-221","Allied - 111 Duke","111 Rue Duke, Montreal, QC, H3C 2M1","Level2",45.49710827,-73.55671645,"111 Rue Duke","Montreal","QC","H3C 2M1"
"656","CEA-10045","St-Hubert - Gatineau","357 boul. Maloney Ouest, Gatineau, QC, J8P 3W1","Level2",45.48368764,-75.66114319,"357 boul. Maloney Ouest","Gatineau","QC","J8P 3W1"
"657","CEA-10044","St-Hubert - Dorion","435 boul. Harwood, Vaudreuil-Dorion, QC, J7V 7W1","Level2",45.37902626,-74.02069827,"435 boul. Harwood","Vaudreuil-Dorion","QC","J7V 7W1"
"658","CEA-10103","St-Hubert Express - Ste-Rose","326 boul. Curé-Labelle, Laval, QC, H7L 4T7","Level2",45.594947,-73.787035,"326 boul. Curé-Labelle","Laval","QC","H7L 4T7"
"659","CE-DT-005","Discount Blainville","489 boul. Labelle, Blainville, QC, J7C 2H5","Level2",45.65478134,-73.8513031,"489 boul. Labelle","Blainville","QC","J7C 2H5"
"660","CE-A-017","AMT - Stationnement Chambly","3001 boul. Fréchette, Chambly, QC, J3L 4A7","Level2",45.43225098,-73.30387878,"3001 boul. Fréchette","Chambly","QC","J3L 4A7"
"661","CEA-10217","Sur rue - Ville-Marie - rue St-Antoine","115 rue St-Antoine Ouest, Montréal, QC, H2Z 1X8","Level2",45.505622,-73.55845,"115 rue St-Antoine Ouest","Montréal","QC","H2Z 1X8"
"662","CEA-10144","Sur rue - Ville-Marie - 1551 rue St-Denis","1551 rue St-Denis, Montréal, QC, H2L 3K3","Level2",45.514626,-73.56228,"1551 rue St-Denis","Montréal","QC","H2L 3K3"
"663","CEA-453","Shawinigan - Caserne de St-George","509 105e avenue, St-George-de-Champlain, QC, G9T 5J6","Level2",46.626005,-72.65866,"509 105e avenue","St-George-de-Champlain","QC","G9T 5J6"
"664","CEA-344","Contrecoeur - Centre sportif régional","1555 rue des Saules, Contrecoeur, QC, J0L 1C0","Level2",45.85565099,-73.22697765,"1555 rue des Saules","Contrecoeur","QC","J0L 1C0"
"665","CEA-10153","Sur rue - Ville-Marie - rue Champlain","1420 rue de Champlain, Montréal, QC, H2L 2S3","Level2",45.522368,-73.554282,"1420 rue de Champlain","Montréal","QC","H2L 2S3"
"666","CEA-355","St-Blaise-sur-Richelieu - Hôtel de Ville","795 rue des Loisirs, St-Blaise-sur-Richelieu, QC, J0J 1W0","Level2",45.209897,-73.28821,"795 rue des Loisirs","St-Blaise-sur-Richelieu","QC","J0J 1W0"
"667","CEA-10143","Sur rue - Ville-Marie - 1475 rue St-Denis","1475 rue St-Denis, Montréal, QC, H2L 4Y2","Level2",45.51411,-73.561334,"1475 rue St-Denis","Montréal","QC","H2L 4Y2"
"668","CEA-132","Université Laval - Pavillon Alphonse-Desjardins","2325 rue de l'Université, Québec, QC, G1V 0A6","Level2",46.779196,-71.269337,"2325 rue de l'Université","Québec","QC","G1V 0A6"
"669","CEA-10192","Sur rue - Ville-Marie - rue St-Antoine","301 rue St-Antoine Ouest, Montréal, QC, H2Z 1H5","Level2",45.50378,-73.56002,"301 rue St-Antoine Ouest","Montréal","QC","H2Z 1H5"
"670","CEA-005","Drummondville - Complexe Multisport","1380 rue Montplaisir, Drummondville, QC, J2C 0M6","Level2",45.89530925,-72.48511276,"1380 rue Montplaisir","Drummondville","QC","J2C 0M6"
"671","CEA-071","St-Laurent - Bibliothèque du Boisé","2727 boul. Thimens, Saint-Laurent, QC, H4R 1T4","Level2",45.504816,-73.70434,"2727 boul. Thimens","Saint-Laurent","QC","H4R 1T4"
"672","CE-R-002","RONA - Brossard","9800 boul. Leduc, Brossard, QC, J4Y 0B4","Level2",45.4397583,-73.43972778,"9800 boul. Leduc","Brossard","QC","J4Y 0B4"
"673","CEA-10099","Ville de Warwick","172 Rue St-Louis, Warwick, QC, J0A 1M0","Level2",45.944546,-71.988549,"172 Rue St-Louis","Warwick","QC","J0A 1M0"
"674","CEA-10050","St-Hubert - Beaupré","9752 boul. St-Anne, Ste-Anne-de-Beaupré, QC, G0A 3C0","Level2",47.020154,-70.93309,"9752 boul. St-Anne","Ste-Anne-de-Beaupré","QC","G0A 3C0"
"675","CEA-441","Shawinigan - Stationnement Mercier","coin Mercier - 4e rue de la Pointe, Shawinigan, QC, G9N 1S1","Level2",46.540023,-72.74821,"coin Mercier - 4e rue de la Pointe","Shawinigan","QC","G9N 1S1"
"676","CEA-007","Ville de Joliette - Parc Louis-Querbes","140 Rue Saint Viateur, Joliette, QC, J6E 2V5","Level2",46.028119,-73.43695,"140 Rue Saint Viateur","Joliette","QC","J6E 2V5"
"677","CEA-078","Candiac - Complexe Roméo-V.-Patenaude","135 ch Haendel, Candiac, QC, J5R 1R7","Level2",45.384453,-73.523802,"135 ch Haendel","Candiac","QC","J5R 1R7"
"678","CE-A-035","AMT - Terminus Cartier","40 boul. des Laurentides, Laval, QC, H7G 2S6","Level2",45.5593405,-73.68216825,"40 boul. des Laurentides","Laval","QC","H7G 2S6"
"679","CEA-10168","Sur rue - Ville-Marie - rue Amherst","1411 rue Amherst, Montréal, QC, H2L 2G2","Level2",45.51761881,-73.5575524,"1411 rue Amherst","Montréal","QC","H2L 2G2"
"680","CEA-135","Anjou - Centre communautaire","7800 boul. Métropolitain Est, Montréal, QC, H1K 1A1","Level2",45.606483,-73.563324,"7800 boul. Métropolitain Est","Montréal","QC","H1K 1A1"
"681","CEA-265","Ville de Saguenay - Stat. Jacques-Cartier-Morin","Coin Jacques-Cartier-Morin, Chicoutimi, QC, G7H 5B8","Level2",48.426909,-71.066321,"Coin Jacques-Cartier-Morin","Chicoutimi","QC","G7H 5B8"
"682","CEA-028","Ville de Magog - Aréna","100 rue Saint-Alphonse Nord, Magog, QC, J1X 3Y5","Level2",45.26334075,-72.13021518,"100 rue Saint-Alphonse Nord","Magog","QC","J1X 3Y5"
"683","CEA-10079","MTQ - Aire de service de Rigaud","420 chemin de la Mairie, Rigaud, QC, J0P 1P0","Level2",45.476593,-74.28443,"420 chemin de la Mairie","Rigaud","QC","J0P 1P0"
"684","CEA-10145","Collège Laval","1275 Avenue du Collège, Laval, QC, H7C 1W8","Level2",45.615499,-73.648099,"1275 Avenue du Collège","Laval","QC","H7C 1W8"
"685","CE-M-007","METRO - Chambly","1233 rue Périgny, Chambly, QC, J3L 1W6","Level2",45.4470787,-73.28907013,"1233 rue Périgny","Chambly","QC","J3L 1W6"
"686","CEA-345","St-Jean-sur-Richelieu - Terminus d'autobus","700 rue Boucher, Saint-Jean-sur-Richelieu, QC, J3B 7Z8","Level2",45.325424,-73.29047,"700 rue Boucher","Saint-Jean-sur-Richelieu","QC","J3B 7Z8"
"687","CE-FM-003","Fairmont Manoir Richelieu","181 rue Richelieu, La Malbaie, QC, G5A 1X7","Level2",47.62125796,-70.14532769,"181 rue Richelieu","La Malbaie","QC","G5A 1X7"
"688","CEC-00032","BRCC - St-Hubert - Vaudreuil-Dorion","601 avenue St-Charles, Vaudreuil-Dorion, QC, J7V 8G4","FastDC",45.408302,-74.034054,"601 avenue St-Charles","Vaudreuil-Dorion","QC","J7V 8G4"
"689","CEA-404","St-Hubert - Saint-Jérôme","270 rue de Martigny Ouest, St-Jérôme, QC, J7Y 2G5","Level2",45.7796402,-74.01674652,"270 rue de Martigny Ouest","St-Jérôme","QC","J7Y 2G5"
"690","CE-A-015","AMT - Stationnement Chevrier","4700 boul. Lapinière, Brossard, QC, J4Z 3H8","Level2",45.45751953,-73.44406128,"4700 boul. Lapinière","Brossard","QC","J4Z 3H8"
"691","CEA-10058","St-Hubert Express - Beloeil","101 boul. Sir Wilfrid-Laurier, Beloeil, QC, J3G 4G4","Level2",45.55025118,-73.21616589,"101 boul. Sir Wilfrid-Laurier","Beloeil","QC","J3G 4G4"
"692","CEC-00016","BRCC - St-Hubert - Boucherville","500 rue Albanel, Boucherville, QC, J4B 2Z6","FastDC",45.60066223,-73.44750977,"500 rue Albanel","Boucherville","QC","J4B 2Z6"
"693","CE-US-005","Université de Sherbrooke - Parc Innovation","3000 boul. de l'Université, Sherbrooke, QC, J1K 0A5","Level2",45.37804794,-71.94363403,"3000 boul. de l'Université","Sherbrooke","QC","J1K 0A5"
"694","CEA-10193","Sur rue - Ville-Marie - rue St-Antoine","405 rue St-Antoine Ouest, Montréal, QC, H2Z 2A3","Level2",45.502668,-73.56097,"405 rue St-Antoine Ouest","Montréal","QC","H2Z 2A3"
"695","CE-R-019","Réno-Dépôt - Sainte-Foy","3131 rue Blaise-Pascal, Ste-Foy, QC, G1X 4C1","Level2",46.77943996,-71.33149284,"3131 rue Blaise-Pascal","Ste-Foy","QC","G1X 4C1"
"696","CEA-086","Aréna Ahuntsic","10560 Rue St-Hubert, Montréal, QC, H2C 2H7","Level2",45.557008,-73.664484,"10560 Rue St-Hubert","Montréal","QC","H2C 2H7"
"697","CEA-10073","Hydro-Québec - Centrale Manic-5","211 Km route 389 N, Territoire NO de Rivière-aux-Outardes, QC, H1R 1C5","Level2",50.63995815,-68.73196726,"211 Km route 389 N","Territoire NO de Rivière-aux-Outardes","QC","H1R 1C5"
"698","CEC-00019","BRCC - Ville de Lévis - Complexe Pôle-Sud","1195 rue de la Concorde, Lévis, QC, G6W 5M6","FastDC",46.731446,-71.26335,"1195 rue de la Concorde","Lévis","QC","G6W 5M6"
"699","CEA-210","Rosemère - Hôtel de Ville","100 rue Charbonneau, Rosemère, QC, J7A 3W1","Level2",45.639045,-73.78594,"100 rue Charbonneau","Rosemère","QC","J7A 3W1"
"700","CEA-369","Namur - Salle Communautaire","535 route 323, Namur, QC, J0V 1N0","Level2",45.897634,-74.92087,"535 route 323","Namur","QC","J0V 1N0"
"701","CEA-439","CÉGEP John Abbott College","21275 rue Lakeshore, Sainte-Anne-de-Bellevue, QC, H9X 3L9","Level2",45.404823,-73.94195,"21275 rue Lakeshore","Sainte-Anne-de-Bellevue","QC","H9X 3L9"
"702","CEA-365","Chénéville - Parc DoRéMi","rue D’Youville, Chénéville, QC, J0V 1E0","Level2",45.883056,-75.05638,"rue D’Youville","Chénéville","QC","J0V 1E0"
"703","CEA-483","First Capital - Dollarama Charlemagne","90 Rue Émile-Despins, Charlemagne, QC, J5Z 3L6","Level2",45.721201,-73.49321,"90 Rue Émile-Despins","Charlemagne","QC","J5Z 3L6"
"704","CE-FC-005","First Capital - Carrefour St-David Ouest","2815 avenue St-David, Beauport, QC, G1E 4K7","Level2",46.864292,-71.216134,"2815 avenue St-David","Beauport","QC","G1E 4K7"
"705","CEA-10182","Québec - Amphithéâtre","250-B boulevard Wilfrid-Hamel, Québec, QC, G1L 5A7","Level2",46.8277648,-71.25003562,"250-B boulevard Wilfrid-Hamel","Québec","QC","G1L 5A7"
"706","CE-DT-002","Discount Plateau Mont-Royal/Rosemont","4447 rue Papineau, Montréal, QC, H2H1T7","Level2",45.53268814,-73.57368469,"4447 rue Papineau","Montréal","QC","H2H1T7"
"707","CEA-105","First Capital - Carrefour du Plateau des Grives","205-219 boul. du Plateau, Gatineau, QC, J9J 0N4","Level2",45.433176,-75.779346,"205-219 boul. du Plateau","Gatineau","QC","J9J 0N4"
"708","CEB-10004","Place des Arts","1450 rue St-Urbain, Montréal, QC, H5B 1E4","Level2",45.50916672,-73.56594849,"1450 rue St-Urbain","Montréal","QC","H5B 1E4"
"709","CEA-191","Boisbriand - Hôtel de Ville","940 boul. de la Grande-Allée, Boisbriand, QC, J7G 2J7","Level2",45.612681,-73.838643,"940 boul. de la Grande-Allée","Boisbriand","QC","J7G 2J7"
"710","CE-A-037","AMT - Gare de la Concorde","1250 avenue Léo-Lacombe, Laval, QC, H7N 3Y7","Level2",45.56027288,-73.70934004,"1250 avenue Léo-Lacombe","Laval","QC","H7N 3Y7"
"711","CEA-309","First Capital - Carrefour du Plateau des Grives","205-219 boul. du Plateau, Gatineau, QC, J9J 0N4","Level2",45.431995,-75.78066,"205-219 boul. du Plateau","Gatineau","QC","J9J 0N4"
"712","CEA-419","St-Sauveur - Parc Georges-Filion","205 principale, St-Sauveur, QC, J0R 1R6","Level2",45.895964,-74.15857,"205 principale","St-Sauveur","QC","J0R 1R6"
"713","CEA-171","St-Léonard - Aréna Roberto-Luongo","7755 Rue Colbert, Montréal, QC, H1R 2B6","Level2",45.574105,-73.59573,"7755 Rue Colbert","Montréal","QC","H1R 2B6"
"714","CEA-041","Ville de Rimouski - Information touristique","50 rue Saint-Germain Ouest, Rimouski, QC, G5L 4B5","Level2",48.45068758,-68.52971682,"50 rue Saint-Germain Ouest","Rimouski","QC","G5L 4B5"
"715","CEA-472","St-Hubert - Trois-Rivières","5275 Boul. Forgues, Trois-Rivières, QC, G8Y 4Z3","Level2",46.362108,-72.594245,"5275 Boul. Forgues","Trois-Rivières","QC","G8Y 4Z3"
"716","CEA-10098","Pointe-Claire - Centre Aquatique/Aréna Bob Birnie","58 Av. Maywood, Pointe-Claire, QC, H9R 0A7","Level2",45.4498,-73.813858,"58 Av. Maywood","Pointe-Claire","QC","H9R 0A7"
"717","CE-A-003","AMT - Gare Sunnybrooke","9670 boul. Gouin Ouest, Montréal, QC, H8Y 1T7","Level2",45.50490189,-73.78588867,"9670 boul. Gouin Ouest","Montréal","QC","H8Y 1T7"
"718","CE-SP-007","SÉPAQ - Aquarium de Québec","1675 avenue des Hôtels, Québec, QC, G1W 4S3","Level2",46.75248957,-71.28891712,"1675 avenue des Hôtels","Québec","QC","G1W 4S3"
"719","CEA-194","First Capital - Carrefour St-David Ouest","2837 avenue St-David, Québec, QC, G1C 0J3","Level2",46.865528,-71.216852,"2837 avenue St-David","Québec","QC","G1C 0J3"
"720","CEA-10152","Sainte-Thérèse - Hôtel de Ville","6 rue de l'Église, Sainte-Thérèse, QC, J7E 3L1","Level2",45.640083,-73.842829,"6 rue de l'Église","Sainte-Thérèse","QC","J7E 3L1"
"721","CEA-10047","St-Hubert - Matane","1305 a. du Phare Ouest, Matane, QC, G4W 3M6","Level2",48.842291,-67.561319,"1305 a. du Phare Ouest","Matane","QC","G4W 3M6"
"722","CEA-126","St-Laurent - Bibliothèque du Boisé","2727 boul. Thimens, Saint-Laurent, QC, H4R 1T4","Level2",45.504816,-73.70434,"2727 boul. Thimens","Saint-Laurent","QC","H4R 1T4"
"723","CEA-117","First Capital - Centre d'achats Ville Mont-Royal","2300 chemin Lucerne, Ville Mont-Royal, QC, H3R 2J8","Level2",45.507103,-73.66129,"2300 chemin Lucerne","Ville Mont-Royal","QC","H3R 2J8"
"724","AAA-421","IGA Chambly","3500 boul. Fréchette, Chambly, QC, J3L 6Y5","Level2",45.430777,-73.30595,"3500 boul. Fréchette","Chambly","QC","J3L 6Y5"
"725","AAA-313","District of Summerland Municipal Hall","13211 Henry Avenue, Summerland, BC, V0H 1Z0","Level2",49.60189057,-119.6815722,"13211 Henry Avenue","Summerland","BC","V0H 1Z0"
"726","AAA-480","St-Hubert - Hunt Club","4010 Riverside Dr., Ottawa, ON, K1V 2E8","Level2",45.333105,-75.69415,"4010 Riverside Dr.","Ottawa","ON","K1V 2E8"
"727","AAB-00207","Hamel Chevrolet","9455 Boulevard Lacordaire, St-Léonard, QC, H1R 3E8","Level2",45.6004216,-73.61240823,"9455 Boulevard Lacordaire","St-Léonard","QC","H1R 3E8"
"728","AAA-127","Édifice Jacques-Parizeau","1000 Jean-Paul-Riopelle, Montréal, QC, H2Z 2B3","Level2",45.50253,-73.561352,"1000 Jean-Paul-Riopelle","Montréal","QC","H2Z 2B3"
"729","AAA-415","Place de la Cité","2600 Boulevard Laurier, Québec, QC, G1V 4T3","Level2",46.77112499,-71.28172367,"2600 Boulevard Laurier","Québec","QC","G1V 4T3"
"730","AAA-173","Place Rosemère","401 boul. Labelle, Rosemère, QC, J7A 3T2","Level2",45.629433,-73.81999,"401 boul. Labelle","Rosemère","QC","J7A 3T2"
"731","AAA-352","Thompson Rivers University - Parking lot C","900 McGill Road, Kamloops, BC, V2C 0C8","Level2",50.670113,-120.363089,"900 McGill Road","Kamloops","BC","V2C 0C8"
"732","AAA-10151","CSRS - École Desjardins","1080 rue des Jardins-fleuris , Sherbrooke, QC, J1E 1J7","Level2",45.418382,-71.8652,"1080 rue des Jardins-fleuris ","Sherbrooke","QC","J1E 1J7"
"733","AAB-10471","Ville de Delson","50 Rue Sainte Thérèse, Delson, QC, J5B 2B2","Level2",45.375719,-73.541884,"50 Rue Sainte Thérèse","Delson","QC","J5B 2B2"
"734","AAA-161","Place Montréal Trust","1500 avenue McGill College, Montréal, QC, H3A 3J5","Level2",45.50333,-73.57361,"1500 avenue McGill College","Montréal","QC","H3A 3J5"
"735","AAA-207","Centre Eaton","705 rue Ste-Catherine Ouest, Montréal, QC, H3B 4G5","Level2",45.503249,-73.57027,"705 rue Ste-Catherine Ouest","Montréal","QC","H3B 4G5"
"736","AAB-10593","SJHC - OLM Garage","30 The Queensway, Toronto, ON, M6R 1B5","Level2",43.641067,-79.450148,"30 The Queensway","Toronto","ON","M6R 1B5"
"737","AAA-277","Burnaby Association for Community Inclusion (BACI)","2702 Norland Avenue, Burnaby, BC, V5B 3A6","Level2",49.259821,-122.982448,"2702 Norland Avenue","Burnaby","BC","V5B 3A6"
"738","AAA-242","Canadian Tire - 26 SW Marine Drive Vancouver","26 SW Marine Drive, Vancouver, BC, V5X 0A7","Level2",49.210666,-123.107514,"26 SW Marine Drive","Vancouver","BC","V5X 0A7"
"739","AAA-407","Complexe Jules-Dallaire","2820 boulevard Laurier, Québec, QC, G1V 0B9","Level2",46.767854,-71.28911,"2820 boulevard Laurier","Québec","QC","G1V 0B9"
"740","AAA-329","Port Alberni - Harbour Quay","2900 Harbour Rd, Port Alberni, BC, V9Y 7X2","Level2",49.234651,-124.81381,"2900 Harbour Rd","Port Alberni","BC","V9Y 7X2"
"741","AAA-118","Ville de Joliette - Place Bourget","37 Place Bourget Sud, Joliette, QC, J6E 5E3","Level2",46.024253,-73.440031,"37 Place Bourget Sud","Joliette","QC","J6E 5E3"
"742","AAA-256","Nanaimo District Secondary School","355 Wakesiah Ave, Nanaimo, BC, V9R 3K5","Level2",49.161882,-123.962438,"355 Wakesiah Ave","Nanaimo","BC","V9R 3K5"
"743","AAA-530","Alexis Nihon","1500 Avenue Atwater, Montréal, QC, H3Z 1X5","Level2",45.488728,-73.58551,"1500 Avenue Atwater","Montréal","QC","H3Z 1X5"
"744","AAB-10067","ENPQ - Complexe de tir","350 rue Marguerite-d'Youville, Nicolet, QC, J3T 1X4","Level2",46.228924,-72.61813,"350 rue Marguerite-d'Youville","Nicolet","QC","J3T 1X4"
"745","AAA-610","Benny & Co. - St-Luc","9 rue Moreau, Saint-Luc, QC, J2W 1J1","Level2",45.350914,-73.293042,"9 rue Moreau","Saint-Luc","QC","J2W 1J1"
"746","AAA-372","AddÉnergie - Mississauga","7420 Airport Road West suite 106, Mississauga, ON, L4T 4E5","Level2",43.711733,-79.653956,"7420 Airport Road West suite 106","Mississauga","ON","L4T 4E5"
"747","AAA-302","Okanagan College - Vernon Campus","7000 College Way, Vernon, BC, V1B 2N5","Level2",50.235224,-119.282323,"7000 College Way","Vernon","BC","V1B 2N5"
"748","AAA-322","Okanagan College - Vernon Campus","7000 College Way, Vernon, BC, V1B 2N5","Level2",50.235224,-119.282323,"7000 College Way","Vernon","BC","V1B 2N5"
"749","AAA-090","Pneus Ratté Trois-Rivières","2420 boul. des Récollets, Trois-Rivières, QC, G8Z 3X7","Level2",46.336719,-72.57842,"2420 boul. des Récollets","Trois-Rivières","QC","G8Z 3X7"
"750","AAA-519","IGA Rimouski","395 Avenue Sirois, Rimouski, QC, G5L 8R2","Level2",48.435253,-68.52387,"395 Avenue Sirois","Rimouski","QC","G5L 8R2"
"751","AAA-134","AddEnergie - Usine Shawinigan","533 Avenue de la Montagne, Shawinigan, QC, G9N 0A3","Level2",46.561736,-72.77434,"533 Avenue de la Montagne","Shawinigan","QC","G9N 0A3"
"752","AAB-00491","Morguard - Place Innovation Coop 2","2311 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2B6","Level2",45.484054,-73.761334,"2311 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2B6"
"753","AAA-338","City of Langford - City Centre Park","1089 Langford Pkwy, Victoria, BC, V9B 0A5","Level2",48.443185,-123.521336,"1089 Langford Pkwy","Victoria","BC","V9B 0A5"
"754","AAA-286","Esquimalt Municipal Hall and Library","1229 Esquimalt Rd, Victoria, BC, V9A 3P2","Level2",48.429684,-123.414071,"1229 Esquimalt Rd","Victoria","BC","V9A 3P2"
"755","AAA-175","Centre Eaton","705 rue Ste-Catherine Ouest, Montréal, QC, H3B 4G5","Level2",45.503249,-73.57027,"705 rue Ste-Catherine Ouest","Montréal","QC","H3B 4G5"
"756","AAA-253","Édifice de la Haute-Ville Québec","700 boul. René-Lévesque Est, Québec, QC, G1R 5A9","Level2",46.80943,-71.218189,"700 boul. René-Lévesque Est","Québec","QC","G1R 5A9"
"757","AAA-201","Ville de Joliette - 415 rue Saint-Viateur","415 rue St-Viateur, Joliette, QC, J6E 3B2","Level2",46.025573,-73.439878,"415 rue St-Viateur","Joliette","QC","J6E 3B2"
"758","AAB-10091","NBCC – Woodstock Site","100 Broadway Street, Woodstock, NB, E7M 5C5","Level2",46.148354,-67.57511,"100 Broadway Street","Woodstock","NB","E7M 5C5"
"759","AAA-266","City of Victoria - Broughton Street Parkade","745 Broughton St, Victoria, BC, V8W 3H2","Level2",48.42342,-123.363998,"745 Broughton St","Victoria","BC","V8W 3H2"
"760","AAA-344","Thompson Rivers University - Parking lot F","900 McGill Road, Kamloops, BC, V2C 0C8","Level2",50.671108,-120.365312,"900 McGill Road","Kamloops","BC","V2C 0C8"
"761","AAA-142","Édifice de la Haute-Ville Québec","700 boul. René-Lévesque Est, Québec, QC, G1R 5A9","Level2",46.80943,-71.218189,"700 boul. René-Lévesque Est","Québec","QC","G1R 5A9"
"762","AAA-176","Centropolis","2800 rue du Cosmodome, Laval, QC, H7T 2X1","Level2",45.56375788,-73.7415245,"2800 rue du Cosmodome","Laval","QC","H7T 2X1"
"763","AAB-00398","The Westin Nova Scotian","1081 Hollis Street, Halifax, NS, B3H 2P6","Level2",44.640425,-63.56858,"1081 Hollis Street","Halifax","NS","B3H 2P6"
"764","AAA-593","CSP - Secondaire Chambly","535 Boul. Brassard, Chambly, QC, J3L 6H3","Level2",45.448736,-73.30189,"535 Boul. Brassard","Chambly","QC","J3L 6H3"
"765","AAA-611","CSP - Secondaire Mont-Bruno","221 Boul. Clairevue Est, Saint-Bruno-de-Montarville, QC, J3V 5J3","Level2",45.533665,-73.34257,"221 Boul. Clairevue Est","Saint-Bruno-de-Montarville","QC","J3V 5J3"
"766","AAA-310","Oak Bay Municipal Hall","2167 Oak Bay Ave, Victoria, BC, V8R 1G2","Level2",48.425923,-123.317224,"2167 Oak Bay Ave","Victoria","BC","V8R 1G2"
"767","AAB-10041","BC - Easy Park - Hornby Street","535 Hornby Street, Vancouver, BC, V6C 2E8","Level2",49.285609,-123.117458,"535 Hornby Street","Vancouver","BC","V6C 2E8"
"768","AAA-045","AddEnergie - Usine Shawinigan","533 Avenue de la Montagne, Shawinigan, QC, G9N 0A3","Level2",46.561736,-72.77434,"533 Avenue de la Montagne","Shawinigan","QC","G9N 0A3"
"769","AAA-069","Ville de Joliette - Place Bourget","37 Place Bourget Sud, Joliette, QC, J6E 5E3","Level2",46.024253,-73.440031,"37 Place Bourget Sud","Joliette","QC","J6E 5E3"
"770","AAA-548","CSP - Secondaire Mont-Bruno","221 Boul. Clairevue Est, Saint-Bruno-de-Montarville, QC, J3V 5J3","Level2",45.533665,-73.34257,"221 Boul. Clairevue Est","Saint-Bruno-de-Montarville","QC","J3V 5J3"
"771","AAB-10022","Morguard - Place Innovation Coop","2351 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2A9","Level2",45.486358,-73.76329,"2351 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2A9"
"772","AAA-10204","Woodbine Racetrack","555 Rexdale Blvd, Toronto, ON, M9W 5L2","Level2",43.716325,-79.60208,"555 Rexdale Blvd","Toronto","ON","M9W 5L2"
