"","ID","ID.Parc","Adresse.Complete","Type","Latitude","Longitude","Adresse.Rue","Adresse.Ville","Adresse.Province","Adresse.Postal"
"523","CEA-410","Place Québec","880 Avenue Honoré Mercier, Québec, QC, G1R 5M6","Level2",46.81088938,-71.2163995,"880 Avenue Honoré Mercier","Québec","QC","G1R 5M6"
"524","CEA-210B","Victoriaville - Stationnement du Réservoir Beaudet","47 Rue Garand, Victoriaville, QC, G6T 0C8","Level2",46.068093,-71.97771,"47 Rue Garand","Victoriaville","QC","G6T 0C8"
"525","CE-A-031","AMT - Stationnement Repentigny","475 rue Leclerc, Repentigny, QC, J6A 8J4","Level2",45.74654388,-73.45375824,"475 rue Leclerc","Repentigny","QC","J6A 8J4"
"526","CEA-370","St-Hubert - Val-Bélair","2000 rue de l’interlude, Québec, QC, G3K 1L7","Level2",46.85872514,-71.40671755,"2000 rue de l’interlude","Québec","QC","G3K 1L7"
"527","CEA-450","Shawinigan - Salle communautaire Lupien","1071 37e avenue, Lac-à-la-Tortue, QC, G0X 1L0","Level2",46.612708,-72.63244,"1071 37e avenue","Lac-à-la-Tortue","QC","G0X 1L0"
"528","CEA-252","Ville de Saguenay - Bibliothèque de Jonquière","2480 rue Saint-Dominique, Jonquière, QC, G7X 3M1","Level2",48.410154,-71.257373,"2480 rue Saint-Dominique","Jonquière","QC","G7X 3M1"
"529","CE-A-036","AMT - Terminus Cartier","40 boul. des Laurentides, Laval, QC, H7G 2S6","Level2",45.55932499,-73.68220431,"40 boul. des Laurentides","Laval","QC","H7G 2S6"
"530","CEA-484","First Capital - Barbies Charlemagne","70 Rue Émile-Despins, Charlemagne, QC, J5Z 3L6","Level2",45.72169,-73.49257,"70 Rue Émile-Despins","Charlemagne","QC","J5Z 3L6"
"531","CEA-145","Laiterie Chalifoux","1049 Boul Fiset, Sorel-Tracy, QC, J3P7R2","Level2",46.02700908,-73.07948204,"1049 Boul Fiset","Sorel-Tracy","QC","J3P7R2"
"532","CE-FM-002","Fairmont Château Tremblant","3045 chemin de la Chapelle, Mont-Tremblant, QC, J8E 1E1","Level2",46.21017075,-74.58921814,"3045 chemin de la Chapelle","Mont-Tremblant","QC","J8E 1E1"
"533","CEA-511","Ville de Saguenay - Stat. rue de l'Hôtel de Ville","rue de l'Hôtel de Ville, Chicoutimi, QC, G7H 5B8","Level2",48.427218,-71.063579,"rue de l'Hôtel de Ville","Chicoutimi","QC","G7H 5B8"
"534","CEA-10087","Collège LaSalle - Complexe du Fort","1400 Du Fort, Montréal, QC, H3H 2T1","Level2",45.49146836,-73.58127204,"1400 Du Fort","Montréal","QC","H3H 2T1"
"535","CE-DT-004","Discount Québec","2600 rue Dalton, Ste-Foy, QC, G1P 3S4","Level2",46.79032898,-71.30487061,"2600 rue Dalton","Ste-Foy","QC","G1P 3S4"
"536","CEA-10196","Sur rue - Ville-Marie - rue St-Antoine","405 rue St-Antoine Ouest, Montréal, QC, H2Z 2A3","Level2",45.502797,-73.56085,"405 rue St-Antoine Ouest","Montréal","QC","H2Z 2A3"
"537","CEA-436","St-Georges-de-Clarenceville - 100 rue Principale","100 rue Principale, Saint-Georges-de-Clarenceville, QC, J0J 1B0","Level2",45.063867,-73.24653,"100 rue Principale","Saint-Georges-de-Clarenceville","QC","J0J 1B0"
"538","CEA-089","Anjou - Chaumont (côté Nord)","8621 Avenue Chaumont, Montréal, QC, H1K 1N3","Level2",45.610535,-73.54809,"8621 Avenue Chaumont","Montréal","QC","H1K 1N3"
"539","CEA-491","St-Hubert - Sainte-Agathe","950 rue Principale, Sainte-Agathe-des-Monts, QC, J8C 1L6","Level2",46.043527,-74.26613,"950 rue Principale","Sainte-Agathe-des-Monts","QC","J8C 1L6"
"540","CEA-10225","Municipalité des Îles-de-la-Madeleine - Mairie","460 Chemin Principal, Cap-aux-Meules, QC, G4T 1A1","Level2",47.375038,-61.869487,"460 Chemin Principal","Cap-aux-Meules","QC","G4T 1A1"
"541","CEA-062","St-Laurent - Stationnement Ouimet Nord","812 rue Ouimet, Montréal, QC, H4L 3P4","Level2",45.512576,-73.6785,"812 rue Ouimet","Montréal","QC","H4L 3P4"
"542","CE-FM-005","Fairmont Château Montebello","392 rue Notre-Dame, Montebello, QC, J0V 1L0","Level2",45.64960861,-74.95008087,"392 rue Notre-Dame","Montebello","QC","J0V 1L0"
"543","CEA-195","Québec - Hôtel de Ville","2 rue des Jardins Hôtel de Ville, Québec, QC, G1R 4S9","Level2",46.814167,-71.20864,"2 rue des Jardins Hôtel de Ville","Québec","QC","G1R 4S9"
"544","CEA-414","Hydro-Québec - St-Jovite","365 Siméon, Mont tremblant, QC, J8E 2R2","Level2",46.115654,-74.56352,"365 Siméon","Mont tremblant","QC","J8E 2R2"
"545","CEA-281","Candiac - Centre Claude-Hébert","59 ch Haendel, Candiac, QC, J5R 1R7","Level2",45.388866,-73.517782,"59 ch Haendel","Candiac","QC","J5R 1R7"
"546","CEA-022","CSRS - École Notre-Dame-de-Liesse","7409 boul Bourque, Sherbrooke, QC, J1N 3K7","Level2",45.342174,-72.04294,"7409 boul Bourque","Sherbrooke","QC","J1N 3K7"
"547","CEA-418","Venise-en-Québec - Bureau d'accueil touristique","237 16e avenue Ouest, Venise-en-Québec, QC, J0J 2K0","Level2",45.082844,-73.14918,"237 16e avenue Ouest","Venise-en-Québec","QC","J0J 2K0"
"548","CEA-391","Terrebonne - Parc Marcel-De La Sablonnière","21e Avenue, Terrebonne, QC, J6Y 1G5","Level2",45.684674,-73.727633,"21e Avenue","Terrebonne","QC","J6Y 1G5"
"549","CE-A-014","AMT - Gare St-Basile-le-Grand","121 rue de la Gare, Saint-Basile-le-Grand, QC, J3N 1L6","Level2",45.52318573,-73.30479431,"121 rue de la Gare","Saint-Basile-le-Grand","QC","J3N 1L6"
"550","CEA-292","St-Hubert - Sorel-Tracy","381 boul. Fiset, Sorel, QC, J3P 3R4","Level2",46.0349002,-73.09127872,"381 boul. Fiset","Sorel","QC","J3P 3R4"
"551","CEA-328","Thurso - Marché Thurso","325 rue Victoria, Thurso, QC, J0X 3B0","Level2",45.596981,-75.24371,"325 rue Victoria","Thurso","QC","J0X 3B0"
"552","CEA-10215","MRC Charlevoix - Baie-Saint-Paul","9 rue Forget, Baie-Saint-Paul, QC, G3Z 3G1","Level2",47.44043801,-70.50800105,"9 rue Forget","Baie-Saint-Paul","QC","G3Z 3G1"
"553","CEA-10226","Hydro-Québec - Centrale de Beauharnois","80 boul. de Melocheville, Beauharnois, QC, J6N 0M1","Level2",45.312721,-73.900776,"80 boul. de Melocheville","Beauharnois","QC","J6N 0M1"
"554","CEA-10188","St-Hubert Express St-Lin-Laurendides","700 St-Isidore, St-Lin-des-Laurentides, QC, J5M 2V2","Level2",45.851061,-73.757526,"700 St-Isidore","St-Lin-des-Laurentides","QC","J5M 2V2"
"555","CEA-10224","Coaticook - Pavillon des Arts et de la Culture","116 rue Wellington, Coaticook, QC, J1A 2H6","Level2",45.133125,-71.803409,"116 rue Wellington","Coaticook","QC","J1A 2H6"
"556","CEA-454","CÉGEP John Abbott College","21275 rue Lakeshore, Sainte-Anne-de-Bellevue, QC, H9X 3L9","Level2",45.404823,-73.94195,"21275 rue Lakeshore","Sainte-Anne-de-Bellevue","QC","H9X 3L9"
"557","CEA-434","Westcliff - Promenades Drummondville","755 boul. René-Lévesque, Drummondville, QC, J2C 6Y7","Level2",45.899124,-72.5194,"755 boul. René-Lévesque","Drummondville","QC","J2C 6Y7"
"558","CEA-378","St-Hubert - Piedmont","725 rue Jean Adam, Piedmont, QC, J0R 1R3","Level2",45.889929,-74.145738,"725 rue Jean Adam","Piedmont","QC","J0R 1R3"
"559","CEA-246","Société immobilière Nord-Sud","394 route 132, Amqui, QC, G5J 2G6","Level2",48.4755329,-67.44014959,"394 route 132","Amqui","QC","G5J 2G6"
"560","CEA-357","Collège Ahuntsic","9155 rue Saint-Hubert, Montréal, QC, H2M 1Y8","Level2",45.551445,-73.64164,"9155 rue Saint-Hubert","Montréal","QC","H2M 1Y8"
"561","CEC-00011","BRCC - Ste-Julie","1903 Chemin du Fer à Cheval, Sainte-Julie, QC, J3E 1Y9","FastDC",45.5774443,-73.32806591,"1903 Chemin du Fer à Cheval","Sainte-Julie","QC","J3E 1Y9"
"562","CEA-10137","Candiac - Aréna","10 rue Radisson, Candiac, QC, J5R 3X8","Level2",45.37817921,-73.53246983,"10 rue Radisson","Candiac","QC","J5R 3X8"
"563","CEA-460","Shawinigan - Bibliothèque Hélène B. Beauséjour","650 8e rue, Grand-Mère, QC, G9T 2B7","Level2",46.613175,-72.69495,"650 8e rue","Grand-Mère","QC","G9T 2B7"
"564","CE-S-014","St-Hubert - des Laurentides","1111 boul. des Laurentides, Laval, QC, H7N 5B5","Level2",45.58166885,-73.70446014,"1111 boul. des Laurentides","Laval","QC","H7N 5B5"
"565","CEA-462","CÉGEP John Abbott College","21275 rue Lakeshore, Sainte-Anne-de-Bellevue, QC, H9X 3L9","Level2",45.404823,-73.94195,"21275 rue Lakeshore","Sainte-Anne-de-Bellevue","QC","H9X 3L9"
"566","CEA-10131","HQ - Iles-de-la-Madeleine","1034 Chemin de la Vernière, Cap-aux-Meules, QC, G4T 1R3","Level2",47.373547,-61.884966,"1034 Chemin de la Vernière","Cap-aux-Meules","QC","G4T 1R3"
"567","CEA-475","First Capital - Dollarama Charlemagne","90 Rue Émile-Despins, Charlemagne, QC, J5Z 3L6","Level2",45.721201,-73.49321,"90 Rue Émile-Despins","Charlemagne","QC","J5Z 3L6"
"568","CEA-215","Ville d'Alma - Bibliothèque Municipale","500 rue Collard Ouest, Alma, QC, G8B 1N2","Level2",48.548478,-71.650982,"500 rue Collard Ouest","Alma","QC","G8B 1N2"
"569","CEA-442","Collège de Maisonneuve","2700 Ave. Bourbonnière, Montréal, QC, H1W 3L5","Level2",45.550683,-73.55266,"2700 Ave. Bourbonnière","Montréal","QC","H1W 3L5"
"570","CEA-398","Westcliff - Promenades Drummondville","755 boul. René-Lévesque, Drummondville, QC, J2C 6Y7","Level2",45.899124,-72.5194,"755 boul. René-Lévesque","Drummondville","QC","J2C 6Y7"
"571","CEA-075","Lasalle - Bibliothèque l'Octogone","1080 Avenue Dollard, LaSalle, QC, H8N 2T9","Level2",45.423694,-73.62351,"1080 Avenue Dollard","LaSalle","QC","H8N 2T9"
"572","CEA-151","Stade de Soccer de Montréal","9235 Avenue Papineau, Montréal, QC, H2M 2G5","Level2",45.562243,-73.63818,"9235 Avenue Papineau","Montréal","QC","H2M 2G5"
"573","CEA-046","Hydro-Québec - Chicoutimi","1400 rue de la Manic, Chicoutimi, QC, G7K 1A3","Level2",48.398914,-71.116478,"1400 rue de la Manic","Chicoutimi","QC","G7K 1A3"
"574","CE-S-005","St-Hubert - St-Martin","3325 boul. St-Martin Ouest, Laval, QC, H7T 1S2","Level2",45.55671692,-73.74978638,"3325 boul. St-Martin Ouest","Laval","QC","H7T 1S2"
"575","CE-S-015","St-Hubert - Sainte-Julie","1900 rue Raymond-Blais, Ste-Julie, QC, J3E 2A1","Level2",45.57701111,-73.3321991,"1900 rue Raymond-Blais","Ste-Julie","QC","J3E 2A1"
"576","CEA-10077","Hydro-Québec - Centrale Manic-5","211 Km route 389 N, Territoire NO de Rivière-aux-Outardes, QC, H1R 1C5","Level2",50.63995815,-68.73196726,"211 Km route 389 N","Territoire NO de Rivière-aux-Outardes","QC","H1R 1C5"
"577","CE-A-016","AMT - Stationnement Chevrier","4700 boul. Lapinière, Brossard, QC, J4Z 3H8","Level2",45.45767212,-73.44317627,"4700 boul. Lapinière","Brossard","QC","J4Z 3H8"
"578","CEA-352","First Capital - Carrefour du Plateau des Grives","205-219 boul. du Plateau, Gatineau, QC, J9J 0N4","Level2",45.431995,-75.78066,"205-219 boul. du Plateau","Gatineau","QC","J9J 0N4"
"579","CEA-207","Hôtel Chicoutimi","460 rue racine Est, Saquenay, QC, G7H 1T7","Level2",48.428263,-71.05391,"460 rue racine Est","Saquenay","QC","G7H 1T7"
"580","CEA-10195","Villeray - Aréna Howie Morentz","8650 Avenue Querbes, Montréal, QC, H3N 2G5","Level2",45.534091,-73.644047,"8650 Avenue Querbes","Montréal","QC","H3N 2G5"
"581","CE-FC-020","First Capital - Carrefour St-David Est","3505 Clémenceau, Beauport, QC, G1C 0L9","Level2",46.865448,-71.21179962,"3505 Clémenceau","Beauport","QC","G1C 0L9"
"582","CEA-428","Terrebonne - Cité GénérAction","702 Montée Masson, Terrebonne, QC, J6W 2T7","Level2",45.70344035,-73.63326256,"702 Montée Masson","Terrebonne","QC","J6W 2T7"
"583","CEC-00050","BRCC - Lac-Mégantic","3879 rue Québec-Central, Lac-Mégantic, QC, G6B 0B9","FastDC",45.577895,-70.88228,"3879 rue Québec-Central","Lac-Mégantic","QC","G6B 0B9"
"584","CEA-10033","Jardins de Métis - Stationnement","200 route 132, Grand-Métis, QC, G0J 1Z0","Level2",48.628915,-68.12574,"200 route 132","Grand-Métis","QC","G0J 1Z0"
"585","CEA-163","St-Léonard - Aréna Martin-Brodeur","5300 Boulevard Robert, St-Léonard, QC, H1R 1R1","Level2",45.58554,-73.59837,"5300 Boulevard Robert","St-Léonard","QC","H1R 1R1"
"586","CEA-10181","St-Émile-de-Suffolk - Hôtel de Ville","299 Route des Cantons, Saint-Émile-de-Suffolk, QC, J0V 1Y0","Level2",45.924725,-74.913999,"299 Route des Cantons","Saint-Émile-de-Suffolk","QC","J0V 1Y0"
"587","CE-M-020","METRO - Fleury","1745 rue Fleury Est, Montréal, QC, H2C 1T3","Level2",45.56679916,-73.65524292,"1745 rue Fleury Est","Montréal","QC","H2C 1T3"
"588","CEA-10134","Sur rue - Ville-Marie - rue Berri","1265 Rue Berri, Montréal, QC, H2L 4X4","Level2",45.51461,-73.559342,"1265 Rue Berri","Montréal","QC","H2L 4X4"
"589","CEA-10051","Sur rue - Ville-Marie - rue St-Antoine","155 rue St-Antoine Ouest, Montréal, QC, H2Z 2A7","Level2",45.504965,-73.559,"155 rue St-Antoine Ouest","Montréal","QC","H2Z 2A7"
"590","CEA-160","First Capital - Place Nelligan","1134 St-René Boulevard West, Gatineau, QC, J8T 6H1","Level2",45.487851,-75.70122,"1134 St-René Boulevard West","Gatineau","QC","J8T 6H1"
"591","CEA-10161","Sur rue - Ville-Marie - rue Stanley","1101 rue Stanley, Montréal, QC, H3B 2S6","Level2",45.497483,-73.569703,"1101 rue Stanley","Montréal","QC","H3B 2S6"
"592","CE-S-007","St-Hubert - Jules-Verne","1550 avenue Jules-Verne, Ste-Foy, QC, G2G 2R5","Level2",46.7786293,-71.3508606,"1550 avenue Jules-Verne","Ste-Foy","QC","G2G 2R5"
"593","CEA-274","Sur rue - Ville-Marie - rue Gauvin","800 rue du Square Victoria, Montréal, QC, H4Z 1A1","Level2",45.500852,-73.56134,"800 rue du Square Victoria","Montréal","QC","H4Z 1A1"
"594","CEA-142","Lachine - École de Voile","3045 boul. St-Joseph, Lachine, QC, H8S 4B7","Level2",45.4333445,-73.69102537,"3045 boul. St-Joseph","Lachine","QC","H8S 4B7"
"595","CE-VL-002","Ville de Longueuil","300 rue St-Charles Ouest, Longueuil, QC, J4H 1E6","Level2",45.53730774,-73.51097107,"300 rue St-Charles Ouest","Longueuil","QC","J4H 1E6"
"596","CEA-456","Val-d'Or - Palais des Sports","810 6e Avenue, Val-d'Or, QC, J9P 1B4","Level2",48.10480701,-77.78489529,"810 6e Avenue","Val-d'Or","QC","J9P 1B4"
"597","CE-FC-006","First Capital - Carrefour du Versant Ouest","1500 boul. Gréber, Gatineau, QC, J8R 0E1","Level2",45.503821,-75.678098,"1500 boul. Gréber","Gatineau","QC","J8R 0E1"
"598","CEA-479","St-Hubert - Mirabel","17525 chemin Charles, Mirabel, QC, J7J 1P3","Level2",45.694949,-73.93684,"17525 chemin Charles","Mirabel","QC","J7J 1P3"
"599","CEA-10307","Ville de Ville-Marie","21 St-Gabriel Sud, Ville-Marie, QC, J9V 1A1","Level2",47.329242,-79.43722,"21 St-Gabriel Sud","Ville-Marie","QC","J9V 1A1"
"600","CEA-368","St-Hubert - Drummondville","125 boul. St-Joseph, Drummondville, QC, J2B 7P5","Level2",45.898911,-72.5257,"125 boul. St-Joseph","Drummondville","QC","J2B 7P5"
"601","CEA-433","St-Hubert - Honoré-Beaugrand","7870 Sherbrooke Est , Montréal, QC, H1L 1A5","Level2",45.59570206,-73.53485847,"7870 Sherbrooke Est ","Montréal","QC","H1L 1A5"
"602","CEA-157","Villeray - Maison du citoyen","7501 François Perrault, Montréal, QC, H2A 1M1","Level2",45.56153,-73.60127,"7501 François Perrault","Montréal","QC","H2A 1M1"
"603","CE-M-001","METRO - Boucherville","535 rue Samuel-De-Champlain, Boucherville, QC, J4B 6B6","Level2",45.60112762,-73.4444809,"535 rue Samuel-De-Champlain","Boucherville","QC","J4B 6B6"
"604","CEC-00055","BRCC - CDSMML - Amqui","209 Boul. St-Benoit Ouest, Amqui, QC, G5J 2E9","FastDC",48.466764,-67.436565,"209 Boul. St-Benoit Ouest","Amqui","QC","G5J 2E9"
"605","CEA-360","Lacolle - Halte Cycliste","103 Rue de l'Église Sud, Lacolle, QC, J0J 1J0","Level2",45.074214,-73.37503,"103 Rue de l'Église Sud","Lacolle","QC","J0J 1J0"
"606","CE-R-006","RONA - Anjou","7273 boul. des Galeries-d'Anjou, Anjou, QC, H1M 2W2","Level2",45.59769821,-73.56070709,"7273 boul. des Galeries-d'Anjou","Anjou","QC","H1M 2W2"
"607","CEA-438","Terrebonne - Édifice Ernest-Séraphin-Mathieu","790 Rue St-Pierre, Terrebonne, QC, J6W 1E4","Level2",45.692314,-73.634853,"790 Rue St-Pierre","Terrebonne","QC","J6W 1E4"
"608","CEA-10114","Valleyfield - Terminus","51 rue Hébert, Salaberry-de-Valleyfield, QC, J6S 2R5","Level2",45.257777,-74.126399,"51 rue Hébert","Salaberry-de-Valleyfield","QC","J6S 2R5"
"609","CEA-200","Québec - Marché du Vieux Port","160 Quai Saint-André, Québec, QC, G1K 3Y2","Level2",46.81794019,-71.20843205,"160 Quai Saint-André","Québec","QC","G1K 3Y2"
"610","CEA-287","St-Hubert - Alma","75 Boul. St-Luc, Alma, QC, G8B 6W7","Level2",48.535162,-71.649136,"75 Boul. St-Luc","Alma","QC","G8B 6W7"
"611","CEA-405","St-Hubert - Cadillac","6225 rue Sherbrooke Est, Montréal, QC, H1N 1C3","Level2",45.579227,-73.54565,"6225 rue Sherbrooke Est","Montréal","QC","H1N 1C3"
"612","CE-M-017","METRO - Beauport","2830 avenue Saint-David, Québec, QC, G1C 5W2","Level2",46.865594,-71.214948,"2830 avenue Saint-David","Québec","QC","G1C 5W2"
"613","CE-A-032","AMT - Stationnement Repentigny","475 rue Leclerc, Repentigny, QC, J6A 8J4","Level2",45.74681091,-73.45358276,"475 rue Leclerc","Repentigny","QC","J6A 8J4"
"614","CEA-289","St-Anne-de-Sabrevois - Hôtel de Ville","1218 chemin des Patriotes, Sabrevois, QC, J0J 2G0","Level2",45.205385,-73.22799,"1218 chemin des Patriotes","Sabrevois","QC","J0J 2G0"
"615","CEA-10107","St-Hubert - Cousineau","5885 boul. Cousineau, Saint-Hubert, QC, J3Y 7P5","Level2",45.495872,-73.41177,"5885 boul. Cousineau","Saint-Hubert","QC","J3Y 7P5"
"616","CE-S-019","St-Hubert - Pie-IX","10495 boul. Pie-IX, Montréal-Nord, QC, H1H 4A3","Level2",45.58745956,-73.63358307,"10495 boul. Pie-IX","Montréal-Nord","QC","H1H 4A3"
"617","CEA-10158","Sur rue - Ville-Marie - rue Maisonneuve","425 Boul. de Maisonneuve O, Montréal, QC, H3A 3K5","Level2",45.505901,-73.570678,"425 Boul. de Maisonneuve O","Montréal","QC","H3A 3K5"
"618","CEA-249","MTQ - Village-relais de Yamachiche","4 rue Sainte-Anne, Yamachiche, QC, G0X 3L0","Level2",46.261558,-72.87568,"4 rue Sainte-Anne","Yamachiche","QC","G0X 3L0"
"619","CEA-440","Shawinigan - Centre Social et Bibliothèque St-Jean","1594 rue principale, St-Jean-des-Piles, QC, G0X 2V0","Level2",46.692039,-72.74056,"1594 rue principale","St-Jean-des-Piles","QC","G0X 2V0"
"620","CEA-029","Hydro-Québec - IREQ - PLB","1800 boul. Lionel-Boulet, Varenne, QC, J3X 1S1","Level2",45.62065827,-73.3806324,"1800 boul. Lionel-Boulet","Varenne","QC","J3X 1S1"
"621","CE-S-017","St-Hubert - Sainte-Thérèse","350 boul. Labelle, Ste-Thérèse, QC, J7E 2Y1","Level2",45.64809036,-73.8404388,"350 boul. Labelle","Ste-Thérèse","QC","J7E 2Y1"
"622","CE-A-011","AMT - Terminus Terrebonne","4800 Côte-de-Terrebonne, Terrebonne, QC, J6W 6J4","Level2",45.69842911,-73.65425873,"4800 Côte-de-Terrebonne","Terrebonne","QC","J6W 6J4"
"623","CEA-199","Ville de Saint-Georges - Centre sportif","11121 1e avenue, Saint-Georges, QC, G5Y 2B9","Level2",46.12394533,-70.67773249,"11121 1e avenue","Saint-Georges","QC","G5Y 2B9"
"624","CEA-409","Rouyn-Noranda - Place du Commerce","152 avenue Principale, Rouyn-Noranda, QC, J9X 4P7","Level2",48.238578,-79.021376,"152 avenue Principale","Rouyn-Noranda","QC","J9X 4P7"
"625","CEA-024","CÉGEP de St-Hyacinthe","3000 avenue Boullé, Saint-Hyacinthe, QC, J2S 1H9","Level2",45.61841556,-72.97414497,"3000 avenue Boullé","Saint-Hyacinthe","QC","J2S 1H9"
"626","CEB-10002","Groupe Mercille - Complexe St-Charles","1111 Rue Saint-Charles Ouest, Longueuil, QC, J4K 5G4","Level2",45.52631,-73.519977,"1111 Rue Saint-Charles Ouest","Longueuil","QC","J4K 5G4"
"627","CE-A-004","AMT - Gare Sunnybrooke","9670 boul. Gouin Ouest, Montréal, QC, H8Y 1T7","Level2",45.50485992,-73.78588867,"9670 boul. Gouin Ouest","Montréal","QC","H8Y 1T7"
"628","CEA-10206","RIO - Parc Olympique","4141 Avenue Pierre-De Coubertin, Montréal, QC, H1V 3N7","Level2",45.55541773,-73.5513812,"4141 Avenue Pierre-De Coubertin","Montréal","QC","H1V 3N7"
"629","CEA-115","Ville de Blainville - Hôtel de Ville","1009 rue de la Mairie, Blainville, QC, J7C 3C7","Level2",45.679232,-73.874683,"1009 rue de la Mairie","Blainville","QC","J7C 3C7"
"630","CEA-295","Richelieu - Bureau d'information touristique","2365 ch. des Patriotes, Richelieu, QC, J3L 6M6","Level2",45.41194305,-73.24171945,"2365 ch. des Patriotes","Richelieu","QC","J3L 6M6"
"631","CE-S-008","St-Hubert - Hamel","605 boul. Wilfrid-Hamel, Québec, QC, G1M 2T4","Level2",46.81569672,-71.25163269,"605 boul. Wilfrid-Hamel","Québec","QC","G1M 2T4"
"632","CE-SP-003","SÉPAQ - Parc national d'Oka","2020 chemin Oka, Oka, QC, J0N 1E0","Level2",45.46487045,-74.0422287,"2020 chemin Oka","Oka","QC","J0N 1E0"
"633","CE-A-013","AMT - Gare St-Basile-le-Grand","121 rue de la Gare, Saint-Basile-le-Grand, QC, J3N 1L6","Level2",45.52308273,-73.30522156,"121 rue de la Gare","Saint-Basile-le-Grand","QC","J3N 1L6"
"634","CE-A-010","AMT - Terminus Sainte-Thérèse","116 rue Turgeon, Ste-Thérèse, QC, J7E 3H9","Level2",45.63557816,-73.83638763,"116 rue Turgeon","Ste-Thérèse","QC","J7E 3H9"
"635","CEA-10194","Sur rue - Ville-Marie - rue St-Antoine","301 rue St-Antoine Ouest, Montréal, QC, H2Z 1H5","Level2",45.503582,-73.56019,"301 rue St-Antoine Ouest","Montréal","QC","H2Z 1H5"
"636","CEA-431","St-Ferdinand - Hotel de Ville","375 Rue Principale, St-Ferdinand, QC, G0N 1N0","Level2",46.11195,-71.57311,"375 Rue Principale","St-Ferdinand","QC","G0N 1N0"
"637","CEA-165","CDN-NDG - Parc Kent","3220 Avenue Appleton, Montréal, QC, H3S 2T3","Level2",45.505514,-73.63166,"3220 Avenue Appleton","Montréal","QC","H3S 2T3"
"638","CEA-361","Ville de Rigaud","102 St-Pierre, Rigaud, QC, J0P 1P0","Level2",45.47638051,-74.30551936,"102 St-Pierre","Rigaud","QC","J0P 1P0"
"639","CE-S-009","St-Hubert - Masson","5720 boul. de L'Ormière, Québec, QC, G1P 1K7","Level2",46.82014084,-71.33344269,"5720 boul. de L'Ormière","Québec","QC","G1P 1K7"
"640","CE-DT-001","Discount St-Jacques Ouest","6250 rue St-Jacques ouest, Montréal, QC, H4B 1T6","Level2",45.46313095,-73.61823273,"6250 rue St-Jacques ouest","Montréal","QC","H4B 1T6"
"641","CE-A-038","AMT - Gare de la Concorde","1250 avenue Léo-Lacombe, Laval, QC, H7N 3Y7","Level2",45.56030425,-73.70935053,"1250 avenue Léo-Lacombe","Laval","QC","H7N 3Y7"
"642","CEC-00020","BRCC - Ville de Mont-Joli","1588 boul Jacques-Cartier, Mont-Joli, QC, G5H 2W2","FastDC",48.585358,-68.188612,"1588 boul Jacques-Cartier","Mont-Joli","QC","G5H 2W2"
"643","CEA-482","St-Jean-sur-Richelieu - Terminus d'autobus","700 rue Boucher, Saint-Jean-sur-Richelieu, QC, J3B 7Z8","Level2",45.325424,-73.29047,"700 rue Boucher","Saint-Jean-sur-Richelieu","QC","J3B 7Z8"
"644","CE-S-003","St-Hubert - Boucherville","500 rue Albanel, Boucherville, QC, J4B 2Z6","Level2",45.60066223,-73.44750977,"500 rue Albanel","Boucherville","QC","J4B 2Z6"
"645","CEA-254","Boisbriand - Parc Wilfrid-Dion","3180 boul. de la Grande-Allée, Boisbriand, QC, J7G 1M9","Level2",45.625236,-73.85267,"3180 boul. de la Grande-Allée","Boisbriand","QC","J7G 1M9"
"646","CEA-10006","Carrefour Santé Globale","2381 rue Principale Ouest, Magog, QC, J1X 0J4","Level2",45.2810748,-72.18543388,"2381 rue Principale Ouest","Magog","QC","J1X 0J4"
"647","CEA-079","St-Léonard - Aréna Martin-Brodeur","5300 Boulevard Robert, St-Léonard, QC, H1R 1R1","Level2",45.58554,-73.59837,"5300 Boulevard Robert","St-Léonard","QC","H1R 1R1"
"648","CEA-10171","Sur rue - Ville-Marie - rue Berri","1265 Rue Berri, Montréal, QC, H2L 4S6","Level2",45.51461,-73.559342,"1265 Rue Berri","Montréal","QC","H2L 4S6"
"649","CEA-034","Hydro-Québec - St-Hyacinthe","7300 boul. Choquette, St-Hyacinthe, QC, J2S 8S7","Level2",45.62914454,-73.00031406,"7300 boul. Choquette","St-Hyacinthe","QC","J2S 8S7"
"650","CEA-214","CSRS - École Sylvestre","1020 Rue de Kingston, Sherbrooke, QC, J1H 3S1","Level2",45.3904363,-71.90127437,"1020 Rue de Kingston","Sherbrooke","QC","J1H 3S1"
"651","CE-FC-018","First Capital - Carrefour St-David Est","2040 Blanche-Lamontagne, Beauport, QC, G1C 0H8","Level2",46.8651619,-71.21257782,"2040 Blanche-Lamontagne","Beauport","QC","G1C 0H8"
"652","CE-US-003","Université de Sherbrooke - Campus principal","2500 boul. de l'Université, Sherbrooke, QC, J1K 2R1","Level2",45.37823868,-71.92830658,"2500 boul. de l'Université","Sherbrooke","QC","J1K 2R1"
"653","CEA-228","St-Hubert - Sainte-Marie","655 Route Cameron, Ste-Marie-de-Beauce, QC, G6E 3V7","Level2",46.46915,-71.037935,"655 Route Cameron","Ste-Marie-de-Beauce","QC","G6E 3V7"
"654","CEA-10248","MRC Charlevoix - St-Hilarion","346 route 138, St-Hilarion, QC, G0A 3V0","Level2",47.57557659,-70.4028976,"346 route 138","St-Hilarion","QC","G0A 3V0"
